Type,Clue %,Total Instances,Successes,Success Rate (%),Avg Time,Std Dev Time,Cycles
16x16,70,100,100,100.00,0.000031890000000,0.0000061593240481.000000000000000
16x16,75,100,100,100.00,0.000031480000000,0.0000094457301561.000000000000000
16x16,80,100,100,100.00,0.000031560000000,0.0000087193271911.000000000000000
16x16,85,100,100,100.00,0.000030840000000,0.0000121727631051.000000000000000
16x16,90,100,100,100.00,0.000029300000000,0.0000038310269741.000000000000000
16x16,95,100,100,100.00,0.000029520000000,0.0000039809648091.000000000000000
25x25,0,100,100,100.00,0.199613520000000,0.2617961002821079.170000000000000
25x25,5,100,100,100.00,0.167096250000000,0.2127067770288188.470000000000001
25x25,10,100,100,100.00,0.234018280000000,0.34419818586296313.150000000000000
25x25,15,100,100,100.00,0.311417550000000,0.39155047451587119.510000000000002
25x25,20,100,100,100.00,0.439256930000000,0.47618861090791431.059999999999999
25x25,25,100,100,100.00,1.096627890000000,5.95646669372933443.180000000000000
25x25,30,100,100,100.00,0.825317810000000,1.00819669480374073.090000000000003
25x25,35,100,100,100.00,1.237248870000000,1.222228763505612139.849999999999994
25x25,40,100,99,99.00,2.202214393939394,3.431409472795444279.404040404040416
25x25,45,100,98,98.00,7.008941959183674,11.856513819348866977.336734693877588
25x25,50,100,99,99.00,2.046351262626263,7.193716321929393351.303030303030312
25x25,55,100,100,100.00,0.000303980000000,0.0011019026335101.050000000000000
25x25,60,100,100,100.00,0.000110440000000,0.0000415082613171.000000000000000
25x25,65,100,100,100.00,0.000090910000000,0.0000213915375511.000000000000000
25x25,70,100,100,100.00,0.000082510000000,0.0000113631470601.000000000000000
25x25,75,100,100,100.00,0.000082460000000,0.0000268563029861.000000000000000
25x25,80,100,100,100.00,0.000077560000000,0.0000128553097941.000000000000000
25x25,85,100,100,100.00,0.000076010000000,0.0000073793254741.000000000000000
25x25,90,100,100,100.00,0.000076490000000,0.0000146814629221.000000000000000
25x25,95,100,100,100.00,0.000075370000000,0.0000058803816961.000000000000000
