Dimension,Success Rate (%),Avg Time (s),Std Dev Time (s),Cycles
6x6,100.0,4.77735e-05,1.05765e-05,1.0
9x9,100.0,0.00017491850000000002,2.9598e-05,1.0
12x12,100.0,0.0006122859999999999,0.000200505,1.08
16x16,100.0,0.0026782459999999996,0.0012414764999999998,1.57
25x25,99.95,0.6690995475,1.1150095025,89.02
