Dimension,Success Rate (%),Avg Time (s),Std Dev Time (s),Cycles
6x6,100.0,4.8716000000000006e-05,1.1106999999999999e-05,1.0
9x9,100.0,0.00017675499999999998,3.1433499999999996e-05,1.0
12x12,100.0,0.0006223464999999999,0.00020438900000000005,1.08
16x16,100.0,0.0026646165,0.001517926,1.6
25x25,99.6,0.5797279515,1.0302320120000001,105.71
