Dimension,Success Rate (%),Avg Time (s),Std Dev Time (s),Cycles
6x6,100.0,3.4447000000000004e-05,1.02315e-05,1.0
9x9,100.0,0.0001262465,3.1496e-05,1.0
12x12,100.0,0.00042124500000000005,0.0001672,1.08
16x16,100.0,0.0018735375000000002,0.0013597919999999999,1.64
25x25,99.8,0.829651024,1.6532710179999999,156.99
