Dimension,Success Rate (%),Avg Time (s),Std Dev Time (s),Cycles
6x6,100.0,3.5068000000000004e-05,1.3161499999999996e-05,1.0
9x9,100.0,0.00012242849999999998,2.5266999999999997e-05,1.0
12x12,100.0,0.00041830500000000016,0.0001417965,1.08
16x16,100.0,0.0019325734999999997,0.0018362289999999996,1.63
25x25,98.5,2.8238787844999997,4.0070198245,404.4
