Dimension,Success Rate (%),Avg Time (s),Std Dev Time (s),Cycles
6x6,100.0,4.877250000000001e-05,1.0732499999999998e-05,1.0
9x9,100.0,0.00017850049999999998,4.3435e-05,1.0
12x12,100.0,0.000604455,0.00020483399999999996,1.07
16x16,100.0,0.002675673,0.0012636284999999999,1.54
25x25,99.85,0.8093745065,1.6457443235,114.02
