Dimension,Success Rate (%),Avg Time (s),Std Dev Time (s),Cycles
6x6,100.0,4.804050000000001e-05,1.1639500000000001e-05,1.0
9x9,100.0,0.0001737435,2.8943500000000005e-05,1.0
12x12,100.0,0.0006445719999999999,0.00024087799999999998,1.08
16x16,100.0,0.0026672925,0.001287087,1.56
25x25,99.55,0.5973176115,0.9414408529999999,86.37
