Dimension,Success Rate (%),Avg Time (s),Std Dev Time (s),Cycles
6x6,100.0,3.49835e-05,1.2785499999999998e-05,1.0
9x9,100.0,0.00012153150000000001,2.3516e-05,1.0
12x12,100.0,0.0004249134999999999,0.00013817299999999998,1.08
16x16,100.0,0.002235313,0.0046092635,2.11
25x25,99.65,0.3795891229999999,0.5354503979999999,71.81
