Type,Clue %,Total Instances,Successes,Success Rate (%),Avg Time,Std Dev Time,Cycles
16x16,65,100,100,100.00,0.00002369,0.00000900,1.00
16x16,70,100,100,100.00,0.00002230,0.00000998,1.00
16x16,75,100,100,100.00,0.00001993,0.00000463,1.00
16x16,80,100,100,100.00,0.00001929,0.00000212,1.00
16x16,85,100,100,100.00,0.00001916,0.00000235,1.00
16x16,90,100,100,100.00,0.00001927,0.00000286,1.00
16x16,95,100,100,100.00,0.00001902,0.00000179,1.00
25x25,0,100,100,100.00,0.13939384,0.14422911,9.31
25x25,5,100,100,100.00,0.11071475,0.13310019,8.16
25x25,10,100,100,100.00,0.14546104,0.21555485,11.84
25x25,15,100,100,100.00,0.24216946,0.26065458,22.04
25x25,20,100,100,100.00,0.27109764,0.26680588,27.82
25x25,25,100,100,100.00,0.41037790,0.39806529,48.44
25x25,30,100,100,100.00,0.56780145,0.48570999,78.48
25x25,35,100,100,100.00,0.84245365,0.72833775,137.88
25x25,40,100,100,100.00,1.65205237,1.62786887,326.95
25x25,45,100,98,98.00,3.04599647,4.99962965,787.91
25x25,50,100,97,97.00,0.95759812,4.67373716,363.66
25x25,55,100,100,100.00,0.00023040,0.00089420,1.07
25x25,60,100,100,100.00,0.00007873,0.00003478,1.00
25x25,65,100,100,100.00,0.00006264,0.00001510,1.00
25x25,70,100,100,100.00,0.00005519,0.00000825,1.00
25x25,75,100,100,100.00,0.00005291,0.00000608,1.00
25x25,80,100,100,100.00,0.00005366,0.00001561,1.00
25x25,85,100,100,100.00,0.00005118,0.00000535,1.00
25x25,90,100,100,100.00,0.00005139,0.00000505,1.00
25x25,95,100,100,100.00,0.00005172,0.00000385,1.00
